date,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
2003/9/1,21.029,0.174,Tianjin,China,39.38N,116.53E
2003/10/1,13.158,0.375,Tianjin,China,39.38N,116.53E
2003/11/1,3.635,0.333,Tianjin,China,39.38N,116.53E
2003/12/1,-0.625,0.296,Tianjin,China,39.38N,116.53E
2004/1/1,-2.817,0.334,Tianjin,China,39.38N,116.53E
2004/2/1,2.887,0.258,Tianjin,China,39.38N,116.53E
2004/3/1,7.717,0.258,Tianjin,China,39.38N,116.53E
2004/4/1,16.335,0.279,Tianjin,China,39.38N,116.53E
2004/5/1,20.575,0.271,Tianjin,China,39.38N,116.53E
2004/6/1,24.791,0.397,Tianjin,China,39.38N,116.53E
2004/7/1,25.672,0.412,Tianjin,China,39.38N,116.53E
2004/8/1,24.498,0.262,Tianjin,China,39.38N,116.53E
2004/9/1,21.141,0.371,Tianjin,China,39.38N,116.53E
2004/10/1,13.911,0.167,Tianjin,China,39.38N,116.53E
2004/11/1,5.99,0.178,Tianjin,China,39.38N,116.53E
2004/12/1,-1.242,0.272,Tianjin,China,39.38N,116.53E
2005/1/1,-3.755,0.406,Tianjin,China,39.38N,116.53E
2005/2/1,-3.053,0.227,Tianjin,China,39.38N,116.53E
2005/3/1,5.974,0.143,Tianjin,China,39.38N,116.53E
2005/4/1,16.261,0.277,Tianjin,China,39.38N,116.53E
2005/5/1,20.126,0.167,Tianjin,China,39.38N,116.53E
2005/6/1,25.959,0.264,Tianjin,China,39.38N,116.53E
2005/7/1,27.687,0.154,Tianjin,China,39.38N,116.53E
2005/8/1,25.678,0.189,Tianjin,China,39.38N,116.53E
2005/9/1,21.811,0.358,Tianjin,China,39.38N,116.53E
2005/10/1,14.556,0.278,Tianjin,China,39.38N,116.53E
2005/11/1,7.116,0.195,Tianjin,China,39.38N,116.53E
2005/12/1,-3.634,0.185,Tianjin,China,39.38N,116.53E
2006/1/1,-2.379,0.23,Tianjin,China,39.38N,116.53E
2006/2/1,-0.891,0.195,Tianjin,China,39.38N,116.53E
2006/3/1,7.97,0.189,Tianjin,China,39.38N,116.53E
2006/4/1,13.547,0.366,Tianjin,China,39.38N,116.53E
2006/5/1,20.746,0.385,Tianjin,China,39.38N,116.53E
2006/6/1,26.002,0.203,Tianjin,China,39.38N,116.53E
2006/7/1,25.948,0.383,Tianjin,China,39.38N,116.53E
2006/8/1,26.12,0.185,Tianjin,China,39.38N,116.53E
2006/9/1,21.418,0.244,Tianjin,China,39.38N,116.53E
2006/10/1,16.151,0.261,Tianjin,China,39.38N,116.53E
2006/11/1,6.257,0.231,Tianjin,China,39.38N,116.53E
2006/12/1,-1.882,0.185,Tianjin,China,39.38N,116.53E
2007/1/1,-2.404,0.226,Tianjin,China,39.38N,116.53E
2007/2/1,3.997,0.265,Tianjin,China,39.38N,116.53E
2007/3/1,6.247,0.295,Tianjin,China,39.38N,116.53E
2007/4/1,14.736,0.19,Tianjin,China,39.38N,116.53E
2007/5/1,22.45,0.233,Tianjin,China,39.38N,116.53E
2007/6/1,26.214,0.26,Tianjin,China,39.38N,116.53E
2007/7/1,26.896,0.217,Tianjin,China,39.38N,116.53E
2007/8/1,26.339,0.166,Tianjin,China,39.38N,116.53E
2007/9/1,22.038,0.175,Tianjin,China,39.38N,116.53E
2007/10/1,13.049,0.166,Tianjin,China,39.38N,116.53E
2007/11/1,5.158,0.22,Tianjin,China,39.38N,116.53E
2007/12/1,-0.358,0.272,Tianjin,China,39.38N,116.53E
2008/1/1,-3.914,0.342,Tianjin,China,39.38N,116.53E
2008/2/1,-0.162,0.548,Tianjin,China,39.38N,116.53E
2008/3/1,8.79,0.219,Tianjin,China,39.38N,116.53E
2008/4/1,15.691,0.191,Tianjin,China,39.38N,116.53E
2008/5/1,20.777,0.371,Tianjin,China,39.38N,116.53E
2008/6/1,23.657,0.389,Tianjin,China,39.38N,116.53E
2008/7/1,26.962,0.179,Tianjin,China,39.38N,116.53E
2008/8/1,25.809,0.262,Tianjin,China,39.38N,116.53E
2008/9/1,21.173,0.243,Tianjin,China,39.38N,116.53E
2008/10/1,14.427,0.207,Tianjin,China,39.38N,116.53E
2008/11/1,6.032,0.212,Tianjin,China,39.38N,116.53E
2008/12/1,-1.754,0.394,Tianjin,China,39.38N,116.53E
2009/1/1,-3.239,0.392,Tianjin,China,39.38N,116.53E
2009/2/1,1.26,0.383,Tianjin,China,39.38N,116.53E
2009/3/1,7.04,0.163,Tianjin,China,39.38N,116.53E
2009/4/1,15.597,0.318,Tianjin,China,39.38N,116.53E
2009/5/1,22.635,0.424,Tianjin,China,39.38N,116.53E
2009/6/1,26.028,0.238,Tianjin,China,39.38N,116.53E
2009/7/1,26.774,0.316,Tianjin,China,39.38N,116.53E
2009/8/1,25.397,0.349,Tianjin,China,39.38N,116.53E
2009/9/1,21.007,0.251,Tianjin,China,39.38N,116.53E
2009/10/1,14.823,0.178,Tianjin,China,39.38N,116.53E
2009/11/1,1.454,0.382,Tianjin,China,39.38N,116.53E
2009/12/1,-3.163,0.421,Tianjin,China,39.38N,116.53E
2010/1/1,-5.305,0.419,Tianjin,China,39.38N,116.53E
2010/2/1,-0.855,0.379,Tianjin,China,39.38N,116.53E
2010/3/1,4.25,0.356,Tianjin,China,39.38N,116.53E
2010/4/1,11.097,0.279,Tianjin,China,39.38N,116.53E
2010/5/1,21.458,0.227,Tianjin,China,39.38N,116.53E
2010/6/1,24.991,0.498,Tianjin,China,39.38N,116.53E
2010/7/1,28.239,0.335,Tianjin,China,39.38N,116.53E
2010/8/1,25.543,0.335,Tianjin,China,39.38N,116.53E
2010/9/1,20.797,0.158,Tianjin,China,39.38N,116.53E
2010/10/1,13.031,0.139,Tianjin,China,39.38N,116.53E
2010/11/1,5.526,0.357,Tianjin,China,39.38N,116.53E
2010/12/1,-1.778,0.416,Tianjin,China,39.38N,116.53E
2011/1/1,-5.667,0.569,Tianjin,China,39.38N,116.53E
2011/2/1,-0.197,0.381,Tianjin,China,39.38N,116.53E
2011/3/1,7.355,0.529,Tianjin,China,39.38N,116.53E
2011/4/1,14.377,0.4,Tianjin,China,39.38N,116.53E
2011/5/1,20.643,0.661,Tianjin,China,39.38N,116.53E
2011/6/1,26.035,0.437,Tianjin,China,39.38N,116.53E
2011/7/1,27.074,0.38,Tianjin,China,39.38N,116.53E
2011/8/1,25.905,0.323,Tianjin,China,39.38N,116.53E
2011/9/1,19.689,0.455,Tianjin,China,39.38N,116.53E
2011/10/1,14.019,0.255,Tianjin,China,39.38N,116.53E
2011/11/1,6.299,0.192,Tianjin,China,39.38N,116.53E
2011/12/1,-2.289,0.418,Tianjin,China,39.38N,116.53E
2012/1/1,-4.463,0.521,Tianjin,China,39.38N,116.53E
2012/2/1,-1.835,0.489,Tianjin,China,39.38N,116.53E
2012/3/1,5.502,0.39,Tianjin,China,39.38N,116.53E
2012/4/1,15.776,0.5,Tianjin,China,39.38N,116.53E
2012/5/1,22.642,0.586,Tianjin,China,39.38N,116.53E
2012/6/1,24.645,1.229,Tianjin,China,39.38N,116.53E
2012/7/1,26.995,0.681,Tianjin,China,39.38N,116.53E
2012/8/1,25.574,0.391,Tianjin,China,39.38N,116.53E
2012/9/1,20.506,0.641,Tianjin,China,39.38N,116.53E
2012/10/1,14.025,0.362,Tianjin,China,39.38N,116.53E
2012/11/1,3.411,0.851,Tianjin,China,39.38N,116.53E
2012/12/1,-5.264,0.658,Tianjin,China,39.38N,116.53E
2013/1/1,-4.977,0.62,Tianjin,China,39.38N,116.53E
2013/2/1,-1.246,0.483,Tianjin,China,39.38N,116.53E
2013/3/1,6.534,0.84,Tianjin,China,39.38N,116.53E
2013/4/1,12.22,0.471,Tianjin,China,39.38N,116.53E
2013/5/1,22.102,1.081,Tianjin,China,39.38N,116.53E
2013/6/1,24.366,0.919,Tianjin,China,39.38N,116.53E
2013/7/1,27.056,0.62,Tianjin,China,39.38N,116.53E
2013/8/1,27.054,0.233,Tianjin,China,39.38N,116.53E
2013/9/1,,,Tianjin,China,39.38N,116.53E
1841-01-01,2.734,2.772,Wuhan,China,29.74N,114.46E
1841-02-01,4.574,1.952,Wuhan,China,29.74N,114.46E
1841-03-01,8.714,2.005,Wuhan,China,29.74N,114.46E
1841-04-01,15.298,2.16,Wuhan,China,29.74N,114.46E
1841-05-01,20.986,1.361,Wuhan,China,29.74N,114.46E
1841-06-01,24.533,3.023,Wuhan,China,29.74N,114.46E
1841-07-01,28.731,2.1,Wuhan,China,29.74N,114.46E
1841-08-01,27.772,2.068,Wuhan,China,29.74N,114.46E
1841-09-01,22.804,1.559,Wuhan,China,29.74N,114.46E
1841-10-01,17.267,1.733,Wuhan,China,29.74N,114.46E
1841-11-01,11.29,1.776,Wuhan,China,29.74N,114.46E
1841-12-01,5.605,1.665,Wuhan,China,29.74N,114.46E
1842-01-01,3.725,1.915,Wuhan,China,29.74N,114.46E
1842-02-01,5.495,1.781,Wuhan,China,29.74N,114.46E
1842-03-01,11.192,2.088,Wuhan,China,29.74N,114.46E
1842-04-01,16.444,1.828,Wuhan,China,29.74N,114.46E
1842-05-01,20.847,1.421,Wuhan,China,29.74N,114.46E
1842-06-01,25.227,1.415,Wuhan,China,29.74N,114.46E
1842-07-01,27.487,1.573,Wuhan,China,29.74N,114.46E
1842-08-01,27.576,1.698,Wuhan,China,29.74N,114.46E
1842-09-01,23.114,1.442,Wuhan,China,29.74N,114.46E
1842-10-01,16.528,2.037,Wuhan,China,29.74N,114.46E
1842-11-01,10.992,1.689,Wuhan,China,29.74N,114.46E
1842-12-01,7.135,1.771,Wuhan,China,29.74N,114.46E
1843-01-01,4.478,1.744,Wuhan,China,29.74N,114.46E
1843-02-01,6.804,1.985,Wuhan,China,29.74N,114.46E
1843-03-01,9.63,2.281,Wuhan,China,29.74N,114.46E
1843-04-01,16.201,1.476,Wuhan,China,29.74N,114.46E
1843-05-01,20.239,1.433,Wuhan,China,29.74N,114.46E
1843-06-01,25.239,1.561,Wuhan,China,29.74N,114.46E
1843-07-01,28.1,2.017,Wuhan,China,29.74N,114.46E
1843-08-01,27.95,1.623,Wuhan,China,29.74N,114.46E
1843-09-01,23.304,1.289,Wuhan,China,29.74N,114.46E
1843-10-01,16.593,2.517,Wuhan,China,29.74N,114.46E
1843-11-01,11.219,1.468,Wuhan,China,29.74N,114.46E
1843-12-01,7.151,2.255,Wuhan,China,29.74N,114.46E
1844-01-01,3.61,1.912,Wuhan,China,29.74N,114.46E
1844-02-01,5.811,3.086,Wuhan,China,29.74N,114.46E
1844-03-01,10.905,1.589,Wuhan,China,29.74N,114.46E
1844-04-01,15.674,1.517,Wuhan,China,29.74N,114.46E
1844-05-01,20.371,1.511,Wuhan,China,29.74N,114.46E
1844-06-01,25.068,1.513,Wuhan,China,29.74N,114.46E
1844-07-01,27.943,1.954,Wuhan,China,29.74N,114.46E
1844-08-01,27.973,1.525,Wuhan,China,29.74N,114.46E
1844-09-01,22.852,1.37,Wuhan,China,29.74N,114.46E
1844-10-01,17.596,1.383,Wuhan,China,29.74N,114.46E
1844-11-01,11.36,2.094,Wuhan,China,29.74N,114.46E
1844-12-01,5.052,1.668,Wuhan,China,29.74N,114.46E
1845-01-01,4.117,2.082,Wuhan,China,29.74N,114.46E
1845-02-01,5.356,3.044,Wuhan,China,29.74N,114.46E
1845-03-01,10.525,1.503,Wuhan,China,29.74N,114.46E
1845-04-01,15.971,1.625,Wuhan,China,29.74N,114.46E
1845-05-01,21.567,1.323,Wuhan,China,29.74N,114.46E
1845-06-01,26.352,1.572,Wuhan,China,29.74N,114.46E
1845-07-01,28.641,1.555,Wuhan,China,29.74N,114.46E
1845-08-01,27.531,1.393,Wuhan,China,29.74N,114.46E
1845-09-01,23.081,1.208,Wuhan,China,29.74N,114.46E
1845-10-01,16.653,1.258,Wuhan,China,29.74N,114.46E
1845-11-01,10.946,1.333,Wuhan,China,29.74N,114.46E
1845-12-01,3.605,1.603,Wuhan,China,29.74N,114.46E
1846-01-01,4.151,2.125,Wuhan,China,29.74N,114.46E
1846-02-01,6.505,2.719,Wuhan,China,29.74N,114.46E
1846-03-01,10.844,1.972,Wuhan,China,29.74N,114.46E
1846-04-01,15.578,1.402,Wuhan,China,29.74N,114.46E
1846-05-01,20.159,1.306,Wuhan,China,29.74N,114.46E
1846-06-01,26.129,1.508,Wuhan,China,29.74N,114.46E
1846-07-01,29.278,1.382,Wuhan,China,29.74N,114.46E
1846-08-01,28.649,1.188,Wuhan,China,29.74N,114.46E
1846-09-01,24.165,1.236,Wuhan,China,29.74N,114.46E
1846-10-01,17.42,1.272,Wuhan,China,29.74N,114.46E
1846-11-01,10.82,1.405,Wuhan,China,29.74N,114.46E
1846-12-01,7.357,1.921,Wuhan,China,29.74N,114.46E
1847-01-01,4.051,3.964,Wuhan,China,29.74N,114.46E
1847-02-01,5.041,1.683,Wuhan,China,29.74N,114.46E
1847-03-01,10.354,3.034,Wuhan,China,29.74N,114.46E
1847-04-01,16.764,1.104,Wuhan,China,29.74N,114.46E
1847-05-01,20.646,1.055,Wuhan,China,29.74N,114.46E
1847-06-01,24.858,1.473,Wuhan,China,29.74N,114.46E
1847-07-01,29.386,1.811,Wuhan,China,29.74N,114.46E
1847-08-01,27.648,1.618,Wuhan,China,29.74N,114.46E
1847-09-01,23.932,0.987,Wuhan,China,29.74N,114.46E
1847-10-01,17.057,0.992,Wuhan,China,29.74N,114.46E
1847-11-01,12.766,1.548,Wuhan,China,29.74N,114.46E
1847-12-01,5.813,2.153,Wuhan,China,29.74N,114.46E
1848-01-01,2.406,1.795,Wuhan,China,29.74N,114.46E
1848-02-01,5.446,2.437,Wuhan,China,29.74N,114.46E
1848-03-01,10.255,1.365,Wuhan,China,29.74N,114.46E
1848-04-01,15.224,2.179,Wuhan,China,29.74N,114.46E
1848-05-01,21.657,1.33,Wuhan,China,29.74N,114.46E
1848-06-01,24.93,1.375,Wuhan,China,29.74N,114.46E
1848-07-01,28.502,2.225,Wuhan,China,29.74N,114.46E
1848-08-01,26.994,1.356,Wuhan,China,29.74N,114.46E
1848-09-01,23.149,1.245,Wuhan,China,29.74N,114.46E
1848-10-01,17.043,1.255,Wuhan,China,29.74N,114.46E
1848-11-01,9.929,1.871,Wuhan,China,29.74N,114.46E
1848-12-01,6.167,1.5,Wuhan,China,29.74N,114.46E
1849-01-01,3.711,1.472,Wuhan,China,29.74N,114.46E
1849-02-01,7.013,1.701,Wuhan,China,29.74N,114.46E
1849-03-01,10.882,1.828,Wuhan,China,29.74N,114.46E
1849-04-01,14.736,1.953,Wuhan,China,29.74N,114.46E
1849-05-01,20.396,1.313,Wuhan,China,29.74N,114.46E
1849-06-01,24.992,1.422,Wuhan,China,29.74N,114.46E
1849-07-01,27.959,1.591,Wuhan,China,29.74N,114.46E
1849-08-01,28.159,1.14,Wuhan,China,29.74N,114.46E
1849-09-01,23.623,1.315,Wuhan,China,29.74N,114.46E
1849-10-01,17.209,1.752,Wuhan,China,29.74N,114.46E
1849-11-01,11.023,2.156,Wuhan,China,29.74N,114.46E
1849-12-01,5.597,1.669,Wuhan,China,29.74N,114.46E
1850-01-01,3.402,1.602,Wuhan,China,29.74N,114.46E
1850-02-01,5.483,2.017,Wuhan,China,29.74N,114.46E
1850-03-01,10.991,2.201,Wuhan,China,29.74N,114.46E
1850-04-01,15.074,2.289,Wuhan,China,29.74N,114.46E
1850-05-01,21.247,2.023,Wuhan,China,29.74N,114.46E
1850-06-01,25.395,1.202,Wuhan,China,29.74N,114.46E
1850-07-01,28.466,1.225,Wuhan,China,29.74N,114.46E
1850-08-01,28.15,2.113,Wuhan,China,29.74N,114.46E
1850-09-01,23.546,1.114,Wuhan,China,29.74N,114.46E
1850-10-01,17.893,1.843,Wuhan,China,29.74N,114.46E
1850-11-01,10.837,1.566,Wuhan,China,29.74N,114.46E
1850-12-01,6.028,2.269,Wuhan,China,29.74N,114.46E
1851-01-01,4.608,1.526,Wuhan,China,29.74N,114.46E
1851-02-01,5.8,1.815,Wuhan,China,29.74N,114.46E
1851-03-01,9.309,1.492,Wuhan,China,29.74N,114.46E
1851-04-01,14.87,2.09,Wuhan,China,29.74N,114.46E
1851-05-01,20.799,1.165,Wuhan,China,29.74N,114.46E
1851-06-01,25.674,1.499,Wuhan,China,29.74N,114.46E
1851-07-01,28.857,1.558,Wuhan,China,29.74N,114.46E
1851-08-01,28.136,1.584,Wuhan,China,29.74N,114.46E
1851-09-01,23.041,1.12,Wuhan,China,29.74N,114.46E
1851-10-01,16.753,2.512,Wuhan,China,29.74N,114.46E
1851-11-01,11.598,1.872,Wuhan,China,29.74N,114.46E
1851-12-01,6.303,3.032,Wuhan,China,29.74N,114.46E
1852-01-01,3.993,2.48,Wuhan,China,29.74N,114.46E
1852-02-01,4.425,1.872,Wuhan,China,29.74N,114.46E
1852-03-01,8.957,1.648,Wuhan,China,29.74N,114.46E
1852-04-01,15.431,1.679,Wuhan,China,29.74N,114.46E
1852-05-01,21.798,1.519,Wuhan,China,29.74N,114.46E
1852-06-01,26.475,1.597,Wuhan,China,29.74N,114.46E
1852-07-01,29.74,1.431,Wuhan,China,29.74N,114.46E
1852-08-01,27.864,1.222,Wuhan,China,29.74N,114.46E
1852-09-01,22.983,1.308,Wuhan,China,29.74N,114.46E
1852-10-01,18.109,1.24,Wuhan,China,29.74N,114.46E
1852-11-01,11.19,1.836,Wuhan,China,29.74N,114.46E
1852-12-01,5.434,2.277,Wuhan,China,29.74N,114.46E
1853-01-01,2.849,1.704,Wuhan,China,29.74N,114.46E
1853-02-01,4.458,1.815,Wuhan,China,29.74N,114.46E
1853-03-01,11.335,1.894,Wuhan,China,29.74N,114.46E
1853-04-01,16.419,1.594,Wuhan,China,29.74N,114.46E
1853-05-01,21.687,1.044,Wuhan,China,29.74N,114.46E
1853-06-01,26.385,0.613,Wuhan,China,29.74N,114.46E
1853-07-01,29.989,0.964,Wuhan,China,29.74N,114.46E
1853-08-01,28.197,1.687,Wuhan,China,29.74N,114.46E
1853-09-01,24.54,0.826,Wuhan,China,29.74N,114.46E
1853-10-01,17.397,1.498,Wuhan,China,29.74N,114.46E
1853-11-01,12.356,1.904,Wuhan,China,29.74N,114.46E
1853-12-01,5.74,1.604,Wuhan,China,29.74N,114.46E
1854-01-01,4.841,2.374,Wuhan,China,29.74N,114.46E
1854-02-01,3.981,2.469,Wuhan,China,29.74N,114.46E
1854-03-01,10.679,1.44,Wuhan,China,29.74N,114.46E
1854-04-01,15.692,1.186,Wuhan,China,29.74N,114.46E
1854-05-01,22.384,1.11,Wuhan,China,29.74N,114.46E
1854-06-01,26.061,1.581,Wuhan,China,29.74N,114.46E
1854-07-01,30.251,1.094,Wuhan,China,29.74N,114.46E
1854-08-01,28.912,1.067,Wuhan,China,29.74N,114.46E
1854-09-01,23.488,1.047,Wuhan,China,29.74N,114.46E
1854-10-01,17.516,2.282,Wuhan,China,29.74N,114.46E
1854-11-01,11.451,1.331,Wuhan,China,29.74N,114.46E
1854-12-01,6.088,2.418,Wuhan,China,29.74N,114.46E
1855-01-01,2.054,1.477,Wuhan,China,29.74N,114.46E
1855-02-01,5.617,2.263,Wuhan,China,29.74N,114.46E
1855-03-01,10.443,1.157,Wuhan,China,29.74N,114.46E
1855-04-01,17.003,1.174,Wuhan,China,29.74N,114.46E
1855-05-01,22.325,1.413,Wuhan,China,29.74N,114.46E
1855-06-01,25.463,1.144,Wuhan,China,29.74N,114.46E
1855-07-01,29.046,1.003,Wuhan,China,29.74N,114.46E
1855-08-01,28.024,0.759,Wuhan,China,29.74N,114.46E
1855-09-01,23.383,0.878,Wuhan,China,29.74N,114.46E
1855-10-01,17.054,1.691,Wuhan,China,29.74N,114.46E
1855-11-01,10.995,1.121,Wuhan,China,29.74N,114.46E
1855-12-01,6.424,1.96,Wuhan,China,29.74N,114.46E
1856-01-01,1.915,2.187,Wuhan,China,29.74N,114.46E
1856-02-01,3.975,1.609,Wuhan,China,29.74N,114.46E
1856-03-01,10.175,1.201,Wuhan,China,29.74N,114.46E
1856-04-01,16.057,1.1,Wuhan,China,29.74N,114.46E
1856-05-01,21.403,1.684,Wuhan,China,29.74N,114.46E
1856-06-01,25.662,1.485,Wuhan,China,29.74N,114.46E
1856-07-01,28.776,1.622,Wuhan,China,29.74N,114.46E
1856-08-01,28.058,2.15,Wuhan,China,29.74N,114.46E
1856-09-01,24.049,1.669,Wuhan,China,29.74N,114.46E
1856-10-01,16.837,1.178,Wuhan,China,29.74N,114.46E
1856-11-01,10.931,1.9,Wuhan,China,29.74N,114.46E
1856-12-01,5.875,1.362,Wuhan,China,29.74N,114.46E
1857-01-01,3.249,1.515,Wuhan,China,29.74N,114.46E
1857-02-01,6.346,2.446,Wuhan,China,29.74N,114.46E
1857-03-01,10.915,1.762,Wuhan,China,29.74N,114.46E
1857-04-01,16.545,1.711,Wuhan,China,29.74N,114.46E
1857-05-01,20.82,1.009,Wuhan,China,29.74N,114.46E
1857-06-01,25.605,1.484,Wuhan,China,29.74N,114.46E
1857-07-01,29.093,1.333,Wuhan,China,29.74N,114.46E
1857-08-01,27.501,1.528,Wuhan,China,29.74N,114.46E
1857-09-01,23.05,0.838,Wuhan,China,29.74N,114.46E
1857-10-01,17.387,1.425,Wuhan,China,29.74N,114.46E
1857-11-01,10.954,1.399,Wuhan,China,29.74N,114.46E
1857-12-01,6.757,1.67,Wuhan,China,29.74N,114.46E
1858-01-01,4.166,2.039,Wuhan,China,29.74N,114.46E
1858-02-01,5.397,1.623,Wuhan,China,29.74N,114.46E
1858-03-01,10.195,1.186,Wuhan,China,29.74N,114.46E
1858-04-01,16.104,1.9,Wuhan,China,29.74N,114.46E
1858-05-01,20.654,1.358,Wuhan,China,29.74N,114.46E
1858-06-01,25.542,1.219,Wuhan,China,29.74N,114.46E
1858-07-01,28.459,1.255,Wuhan,China,29.74N,114.46E
1858-08-01,27.101,1.803,Wuhan,China,29.74N,114.46E
1858-09-01,23.662,1.288,Wuhan,China,29.74N,114.46E
1858-10-01,17.46,1.2,Wuhan,China,29.74N,114.46E
1858-11-01,11.104,1.349,Wuhan,China,29.74N,114.46E
1858-12-01,6.184,1.38,Wuhan,China,29.74N,114.46E
1859-01-01,3.527,1.159,Wuhan,China,29.74N,114.46E
1859-02-01,5.296,1.425,Wuhan,China,29.74N,114.46E
1859-03-01,9.583,1.309,Wuhan,China,29.74N,114.46E
1859-04-01,17.31,1.458,Wuhan,China,29.74N,114.46E
1859-05-01,22.342,0.924,Wuhan,China,29.74N,114.46E
1859-06-01,26.556,0.94,Wuhan,China,29.74N,114.46E
1859-07-01,28.632,0.776,Wuhan,China,29.74N,114.46E
1859-08-01,28.322,0.949,Wuhan,China,29.74N,114.46E
1859-09-01,23.56,0.923,Wuhan,China,29.74N,114.46E
1859-10-01,17.894,1.328,Wuhan,China,29.74N,114.46E
1859-11-01,10.757,1.679,Wuhan,China,29.74N,114.46E
1859-12-01,5.267,2.518,Wuhan,China,29.74N,114.46E
1860-01-01,3.416,1.471,Wuhan,China,29.74N,114.46E
1860-02-01,6.078,1.417,Wuhan,China,29.74N,114.46E
1860-03-01,9.264,2.637,Wuhan,China,29.74N,114.46E
1860-04-01,15.754,1.236,Wuhan,China,29.74N,114.46E
1860-05-01,19.986,1.146,Wuhan,China,29.74N,114.46E
1860-06-01,25.571,0.831,Wuhan,China,29.74N,114.46E
1860-07-01,27.689,1.524,Wuhan,China,29.74N,114.46E
1860-08-01,28.17,0.97,Wuhan,China,29.74N,114.46E
1860-09-01,23.936,1.349,Wuhan,China,29.74N,114.46E
1860-10-01,16.818,1.289,Wuhan,China,29.74N,114.46E
1860-11-01,10.123,1.372,Wuhan,China,29.74N,114.46E
1860-12-01,6.467,1.894,Wuhan,China,29.74N,114.46E
1861-01-01,2.714,1.847,Wuhan,China,29.74N,114.46E
1861-02-01,3.696,1.005,Wuhan,China,29.74N,114.46E
1861-03-01,9.739,1.035,Wuhan,China,29.74N,114.46E
1861-04-01,16.34,1.387,Wuhan,China,29.74N,114.46E
1861-05-01,20.452,1.685,Wuhan,China,29.74N,114.46E
1861-06-01,25.863,1.228,Wuhan,China,29.74N,114.46E
1861-07-01,29.13,1.638,Wuhan,China,29.74N,114.46E
1861-08-01,28.534,1.274,Wuhan,China,29.74N,114.46E
1861-09-01,22.702,0.996,Wuhan,China,29.74N,114.46E
1861-10-01,17.466,1.011,Wuhan,China,29.74N,114.46E
1861-11-01,11.675,1.515,Wuhan,China,29.74N,114.46E
1861-12-01,5.526,1.76,Wuhan,China,29.74N,114.46E
1862-01-01,1.014,2.077,Wuhan,China,29.74N,114.46E
1862-02-01,3.376,2.219,Wuhan,China,29.74N,114.46E
1862-03-01,8.657,1.553,Wuhan,China,29.74N,114.46E
1862-04-01,15.508,1.518,Wuhan,China,29.74N,114.46E
1862-05-01,21.586,1.701,Wuhan,China,29.74N,114.46E
1862-06-01,25.762,1.336,Wuhan,China,29.74N,114.46E
1862-07-01,28.773,1.416,Wuhan,China,29.74N,114.46E
1862-08-01,27.162,2.003,Wuhan,China,29.74N,114.46E
1862-09-01,23.285,1.472,Wuhan,China,29.74N,114.46E
1862-10-01,16.814,1.64,Wuhan,China,29.74N,114.46E
1862-11-01,9.539,2.051,Wuhan,China,29.74N,114.46E
1862-12-01,4.049,1.841,Wuhan,China,29.74N,114.46E
1863-01-01,4.396,2.11,Wuhan,China,29.74N,114.46E
1863-02-01,6.667,2.843,Wuhan,China,29.74N,114.46E
1863-03-01,10.236,1.301,Wuhan,China,29.74N,114.46E
1863-04-01,14.89,2.768,Wuhan,China,29.74N,114.46E
1863-05-01,20.563,1.986,Wuhan,China,29.74N,114.46E
1863-06-01,25.553,1.557,Wuhan,China,29.74N,114.46E
1863-07-01,29.715,2.17,Wuhan,China,29.74N,114.46E
1863-08-01,27.527,1.415,Wuhan,China,29.74N,114.46E
1863-09-01,23.061,1.152,Wuhan,China,29.74N,114.46E
1863-10-01,16.258,1.824,Wuhan,China,29.74N,114.46E
1863-11-01,9.58,3.135,Wuhan,China,29.74N,114.46E
1863-12-01,5.322,1.942,Wuhan,China,29.74N,114.46E
1864-01-01,2.061,2.594,Wuhan,China,29.74N,114.46E
1864-02-01,4.188,2.42,Wuhan,China,29.74N,114.46E
1864-03-01,8.542,2.962,Wuhan,China,29.74N,114.46E
1864-04-01,15.706,1.311,Wuhan,China,29.74N,114.46E
1864-05-01,20.747,1.569,Wuhan,China,29.74N,114.46E
1864-06-01,25.433,1.329,Wuhan,China,29.74N,114.46E
1864-07-01,28.907,1.117,Wuhan,China,29.74N,114.46E
1864-08-01,27.489,1.304,Wuhan,China,29.74N,114.46E
1864-09-01,23.133,1.387,Wuhan,China,29.74N,114.46E
1864-10-01,18.001,1.699,Wuhan,China,29.74N,114.46E
1864-11-01,11.06,1.446,Wuhan,China,29.74N,114.46E
1864-12-01,4.864,1.493,Wuhan,China,29.74N,114.46E
1865-01-01,5.013,1.912,Wuhan,China,29.74N,114.46E
1865-02-01,5.881,3.386,Wuhan,China,29.74N,114.46E
1865-03-01,9.99,1.744,Wuhan,China,29.74N,114.46E
1865-04-01,16.442,2.789,Wuhan,China,29.74N,114.46E
1865-05-01,21.508,1.543,Wuhan,China,29.74N,114.46E
1865-06-01,26.036,1.318,Wuhan,China,29.74N,114.46E
1865-07-01,28.865,1.717,Wuhan,China,29.74N,114.46E
1865-08-01,28.458,1.472,Wuhan,China,29.74N,114.46E
1865-09-01,24.173,1.246,Wuhan,China,29.74N,114.46E
1865-10-01,17.613,1.236,Wuhan,China,29.74N,114.46E
1865-11-01,10.848,1.928,Wuhan,China,29.74N,114.46E
1865-12-01,4.994,2.081,Wuhan,China,29.74N,114.46E
1866-01-01,4.178,1.616,Wuhan,China,29.74N,114.46E
